Número do Documento;Nome da conta;Tipo;Grupo Econômico: Grupo Econômico;RET;Data de Inclusão;Marca;Representante;Situação;Setor;País de entrega;ICMS;Limite de Crédito Moeda;Limite de Crédito;Ramo de Atividade;Segmento;Situação Financeira;Código Externo
60.984.808/0002-63;GDB VESTUARIO LTDATÍTULO;Cliente MI;YUME;0;09/06/2026;YUME;NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME;Ativo;;BRASIL;12;BRL;0;;;Liberado;C27323
58.945.107/0001-92;ARTEFACTOS DE MESA LTDA;Cliente MI;ARTEFACTOS;0;15/07/2025;ARTEFACTOS DE MESA LTDA;NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME;Ativo;;BRASIL;12;BRL;0;;;Liberado;C26121
19.717.551/0001-07;WYMANN MODA E DESIGN LTDA;Cliente MI;WYMANN;0;18/09/2015;WYMANN;NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME;Inativo;Vestuário;BRASIL;12;BRL;40000;Marca;Feminino;Liberado;C13882
05.367.146/0001-93;FINA FLOR & MARE CONF LTDA;Cliente MI;FINA FLOR & MARE;0;21/07/2015;FINA FLOR & MARE CONF LTDA;NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME;Inativo;Vestuário;BRASIL;12;BRL;20000;Marca;Feminino;Liberado;C13736
22.193.483/0001-20;HANDRED STUDIO COM LTDA;Cliente MI;HANDRED;0;30/06/2015;HANDRED STUDIO;NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME;Ativo;Vestuário;BRASIL;12;BRL;15000;Marca;Masculino;Liberado;C13670
07.663.866/0001-21;KAMIXXI CONF EXP IMP EIRELI;Cliente MI;GILDA MIDANI;0;22/04/2015;GILDA MIDANI;NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME;Inativo;Vestuário;BRASIL;12;BRL;20000;Marca;Feminino;Liberado;C13442
20.505.333/0001-80;OLLIO COMERCIO E CONFECCAO LTDA;Cliente MI;SARDINA;0;16/01/2017;SARDINA;NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME;Ativo;Vestuário;BRASIL;12;BRL;15000;Marca;Feminino;Liberado;C13117
02.913.890/0002-39;A BONITA COMERCIO DE ROUPAS LTDA.;Cliente MI;A BONITA;0;12/09/2014;BONITA;NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME;Ativo;Vestuário;BRASIL;12;BRL;10000;Confecção PL + Marca Própria;Infantil;Liberado;C12036
19.438.593/0001-09;PROSA MARKETING DIRETO EIRELI;Cliente MI;PROSA MARKETING DIREITO EIRELI;0;02/09/2014;PROSA;NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME;Inativo;Varejo;BRASIL;12;BRL;40000;Marca;Feminino;Liberado;C11994
00.597.784/0001-87;TECIDOS MOGRABI LTDA;Cliente MI;GRUPO GMOGRABI;0;22/01/2015;CASA MIRO;NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME;Ativo;Varejo;BRASIL;12;BRL;43000;Atacado;Revenda de Tecido;Liberado;C1174
26.984.323/0001-50;ESC VESTUARIOS E ACES LTDA;Cliente MI;ESC;0;09/02/2017;ESC;NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME;Inativo;Vestuário;BRASIL;12;BRL;10000;Marca;Feminino;Liberado;C15427
26.214.433/0001-33;AVANT COMERCIO DE ROUPAS LTDA EPP;Cliente MI;AVANT;0;23/11/2016;AVANT;NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME;Inativo;Vestuário;BRASIL;12;BRL;0;Marca;Feminino;Liberado;C15294
13.836.877/0001-69;ARCHI COMERCIO DE ROUPAS LTDA;Cliente MI;ARCHI;0;12/08/2016;ARCHI COMERCIO DE ROUPAS LTDA;NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME;Inativo;Varejo;BRASIL;12;BRL;350000;Confecção PL;Feminino;Liberado;C14985
12.883.539/0001-15;JOSYANE DE SOUZA MONTEIRO;Cliente MI;AZUL POA ATELIER;0;31/03/2016;AZUL POA ATELIER;NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME;Inativo;Vestuário;BRASIL;12;BRL;0;Confecção PL;Feminino;Liberado;C14512
14.012.554/0028-33;DRESS TO CLOTHING BOUTIQUE LTDA;Cliente MI;DRESS TO;0;24/11/2015;DRESS TO;NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME;Ativo;Vestuário;BRASIL;12;BRL;400000;Marca;Feminino;Liberado;C14150
05.027.195/0097-29;ZINZANE COM. E CONF. DE V. LTDA;Cliente MI;ZINZANE;0;08/08/2017;ZINZANE;NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME;Inativo;Vestuário;BRASIL;12;BRL;0;Marca;Feminino;Liberado;C14134
09.191.533/0001-72;AMOR PERFEITO IND E COM LTDA;Cliente MI;AMOR PERFEITO IND E COM LTDA;0;31/10/2017;AMOR PERFEITO;NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME;Ativo;Vestuário;BRASIL;12;BRL;30000;Marca;Feminino;Liberado;C16440
22.137.803/0001-25;MIRZA BAPTISTA LOPES 03424469750;Cliente MI;MIRZA BAPTISTA LOPES 03424469750;0;10/10/2017;MARIA MARIA;NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME;Inativo;Vestuário;BRASIL;12;BRL;5000;Confecção PL + Marca Própria;Feminino;Liberado;C16365
40.169.617/0001-50;RMT TECIDOS LIMITADA;Cliente MI;MOGRABI;0;08/09/2004;TECIDOS MOGRABI;NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME;Inativo;Varejo;BRASIL;12;BRL;40000;Atacado;Revenda de Tecido;Liberado;C1627
19.407.938/0001-59;L C DESIGN E COMERCIO LTDA;Cliente MI;BEIRA;0;14/09/2017;BEIRA;NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME;Inativo;Vestuário;BRASIL;12;BRL;5000;Confecção PL + Marca Própria;Feminino;Liberado;C16247
21.839.629/0001-08;BISOUS COMERCIO DE ROUPAS LTDA;Cliente MI;BISOUS;0;28/07/2017;BISOUS;NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME;Inativo;Vestuário;BRASIL;12;BRL;10000;Confecção PL + Marca Própria;Infantil;Liberado;C16026
07.682.939/0001-22;LOBÃO 5 COMÉRCIO DE ROUPAS LTDA;Cliente MI;TIDSY;0;04/07/2017;TIDSY;NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME;Inativo;Vestuário;BRASIL;12;BRL;20000;Marca;Feminino;Liberado;C15924
00.488.917/0001-87;SANMARTIN CONFECCOES LTDA;Cliente MI;SAN CHEF;0;07/06/2017;SAN CHEF;NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME;Ativo;Vestuário;BRASIL;12;BRL;5000;Confecção;Corporativo;Liberado;C15806
19.868.202/0001-88;M P SURF SHOP LTDA.;Cliente MI;M P SURF SHOP LTDA.;0;08/05/2017;M P SURF SHOP LTDA.;NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME;Inativo;;BRASIL;7;BRL;10000;;;Liberado;C15736
10.829.502/0001-83;BB CONFORTO PROD INFANTIS LTDA - ME;Cliente MI;BB CONFORTO;0;13/08/2018;BB CONFORTO;NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME;Inativo;Vestuário;BRASIL;12;BRL;15000;Confecção PL + Marca Própria;Infantil;Liberado;C17391
18.508.922/0001-70;C2X UNIF BRINDES GRAF COM E INTERNET;Cliente MI;CRIAR UNIFORMES;0;13/08/2018;CRIAR UNIFORMES;NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME;Inativo;Vestuário;BRASIL;12;BRL;5000;Confecção;Corporativo;Liberado;C17389
21.865.535/0001-03;DONA CHICA SLINGUERIA LTDA;Cliente MI;DONA CHINA SLINGUERIA;0;24/07/2018;DONA CHICA SLINGUERIA;NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME;Ativo;Vestuário;BRASIL;12;BRL;10000;Confecção PL + Marca Própria;Infantil;Liberado;C17310
19.163.904/0001-66;URBAN MOOD COMERCIO DE ROUPAS EIRELI;Cliente MI;AUGUSTANA;0;05/06/2018;AUGUSTANA;NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME;Inativo;Vestuário;BRASIL;12;BRL;10000;Confecção PL + Marca Própria;Feminino;Liberado;C17152
21.950.581/0001-00;ROBERTA TORRES RISTOW 03360637925;Cliente MI;ROBERTA TORRES RISTOW 03360637925;0;29/05/2018;RO RISTOW;NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME;Inativo;Vestuário;BRASIL;12;BRL;10000;Marca;Infantil;Liberado;C17137
28.414.116/0001-96;GAOLI MODA E DECORAÇÃO LTDA EPP;Cliente MI;GAOLI;0;15/05/2018;GAOLI;NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME;Inativo;Vestuário;BRASIL;12;BRL;5000;Marca;Feminino;Liberado;C17093
27.840.756/0001-03;DELPHINA CONFECCAO E COME LTDA;Cliente MI;DELPHINA DESIGNS;0;15/05/2018;DELPHINA DESIGNS;NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME;Ativo;Varejo;BRASIL;12;BRL;20000;Marca;Feminino;Bloqueado;C17092
28.868.957/0001-73;ROCK MADE LTDA ME;Cliente MI;ROCK MADE;0;19/04/2018;ROCK MADE;NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME;Inativo;Vestuário;BRASIL;12;BRL;0;Marca;Masculino;Liberado;C17031
14.232.025/0001-25;IRON TEXTIL LTDA;Cliente MI;IRON TEXTIL;0;15/03/2018;MAIS PANO;NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME;Inativo;Vestuário;BRASIL;12;BRL;120000;Confecção PL;Masculino;Liberado;C16869
18.032.494/0001-51;JULIANA MONTEIRO MONTENEGRO 12350205;Cliente MI;JULIANA MONTEIRO MONTENEGRO;0;09/03/2018;MEMORIA DE BOLSO;NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME;Inativo;Vestuário;BRASIL;12;BRL;0;Marca;Feminino;Liberado;C16843
14.641.679/0001-02;MARCELO COELHO DUTRA;Cliente MI;MARCELO COELHO DUTRA;0;09/02/2018;MARCELO COELHO DUTRA;NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME;Inativo;Varejo;BRASIL;12;BRL;0;Atacado;Revenda de Tecido;Liberado;C16744
15.670.683/0001-61;BENTA STUDIO LTDA;Cliente MI;BENTA STUDIO;0;25/02/2019;BENTA STUDIO;NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME;Ativo;Vestuário;BRASIL;12;BRL;30000;Confecção PL + Marca Própria;Feminino;Liberado;C17902
23.589.810/0001-20;BOSSA SOCIAL DES. DE MODA LTDA;Cliente MI;BOSSA SOCIAL;0;08/02/2019;BOSSA SOCIAL;NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME;Inativo;Vestuário;BRASIL;12;BRL;15000;Marca;Feminino;Liberado;C17850
17.008.929/0001-60;CARLOS ANTONIO DOMIGOS OLIVEIRA;Cliente MI;SEJA ISAAC;0;06/02/2019;ISAAC;NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME;Inativo;Vestuário;BRASIL;12;BRL;20000;Marca;Feminino;Liberado;C17832
30.690.329/0001-92;VARAL COM DE ROUPAS E DECORACAO;Cliente MI;VARAL;0;29/01/2019;VARAL;NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME;Inativo;Vestuário;BRASIL;12;BRL;10000;Confecção PL;Feminino;Liberado;C17789
17.148.647/0001-68;PONTO X UNIFORMES PROFISSIONAIS;Cliente MI;PONTO X;0;24/01/2019;PONTO X;NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME;Inativo;Varejo;BRASIL;12;BRL;0;Confecção;Corporativo;Liberado;C17774
27.083.774/0001-80;EMI BEACHWEAR CONF E COM DE ROUPAS;Cliente MI;EMI;0;15/01/2019;EMI;NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME;Ativo;Vestuário;BRASIL;12;BRL;20000;Marca;Feminino;Liberado;C17752
01.621.976/0001-44;SAAD COMERCIO DE ROUPAS LTDA ME;Cliente MI;SAAD COMERCIO DE ROUPAS LTDA ME;0;17/11/2015;SAAD COMERCIO DE ROUPAS LTDA ME;NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME;Inativo;;BRASIL;7;BRL;20000;;;Liberado;C5972
19.915.818/0001-62;SEZIL IND E COM LTDA;Cliente MI;LEHUA 1;0;30/10/2008;SEZIL;NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME;Inativo;Vestuário;BRASIL;18;BRL;20000;Confecção PL + Marca Própria;Masculino;Liberado;C5345
08.722.967/0001-99;TEXTIL MOGRABI 2007 LTDA;Cliente MI;GRUPO GMOGRABI;0;16/07/2007;TECIDOS MOGRABI;NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME;Ativo;Varejo;BRASIL;12;BRL;450000;Atacado;Revenda de Tecido;Liberado;C3944
11.262.055/0001-96;OCEANO AZUL COM. E IND. ROUPAS LTDA;Cliente MI;MARA MAC;0;13/09/2010;MARA MAC;NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME;Inativo;Vestuário;BRASIL;12;BRL;0;Marca;Feminino;Liberado;C7642
29.345.741/0030-20;IB COME E IND LTDA;Cliente MI;GRUPO OH BOY SACADAADDICT;0;17/01/2006;SACADA;NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME;Ativo;Vestuário;BRASIL;12;BRL;350000;Marca;Feminino;Bloqueado;C2734
13.321.803/0001-90;MENINAS CLUB COM E SERV DIG LTDA;Cliente MI;MENINAS CLUB COM E SERV DIGITAIS;0;21/11/2018;PS FRINDLY UNIFOMS;NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME;Inativo;Vestuário;BRASIL;12;BRL;0;Confecção;Corporativo;Liberado;C17684
19.725.730/0001-88;SAGROL COM VARJ DE TECIDO LTDA;Cliente MI;SAGROL COM VARJ DE TECIDO LTDA;0;05/11/2015;SAGROL TECIDOS;NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME;Ativo;Vestuário;BRASIL;12;BRL;93000;Atacado;Revenda de Tecido;Liberado;C14085
24.962.696/0001-03;BIANCA ROZANI F V ARTIGOS INFANTIS;Cliente MI;CASA INFANTIL;0;11/11/2016;CASA INFANTIL;NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME;Inativo;Vestuário;BRASIL;12;BRL;10000;Confecção PL + Marca Própria;Infantil;Liberado;C15271
12.093.445/0001-42;BROCKTON IND E COM;Cliente MI;BROCKTON IND COM VEST E FACCOES;0;13/01/2011;CANTÃO;NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME;Ativo;Vestuário;BRASIL;12;BRL;700000;Marca;Feminino;Liberado;C8256
26.225.338/0001-35;NADIA VIEIRA DA SILVA SENA.;Cliente MI;MARIA FLOR;0;27/03/2019;MARIA FLOR;NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME;Inativo;Vestuário;BRASIL;12;BRL;10000;Magazine;Magazine;Liberado;C17983
13.282.956/0001-75;MARIA E CIA 2 COM DE MODAS LTDA ME;Cliente MI;BIANCA GIBBON;0;13/03/2019;BIANCA GIBBON;NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME;Inativo;Vestuário;BRASIL;12;BRL;50000;Marca;Feminino;Liberado;C17948
08.210.530/0001-76;EDITOR CHEFE COM E IND DE ROUPAS;Cliente MI;MR COAT;0;24/09/2014;MR COAT;NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME;Inativo;;BRASIL;12;BRL;20000;;;Liberado;C12117
25.247.564/0001-54;100% ROUPARIA PARA CASA LTDA;Cliente MI;100% ROUPARIA PARA CASA LTDA;0;08/04/2019;100% ROUPARIA PARA CASA;NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME;Ativo;;BRASIL;12;BRL;30000;;;Liberado;C18016
19.964.842/0001-91;DIANA GOMES ALMEIDA CASTRO;Cliente MI;DIANA CASTRO;0;11/06/2018;DIANA CASTRO;NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME;Inativo;;BRASIL;12;BRL;5000;;;Liberado;C17175
21.306.662/0001-64;NICOBALDO COM DE ROUPAS LTDA;Cliente MI;NICOBALDO COM DE ROUPAS LTDA;0;27/03/2018;NICOBALDO;NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME;Inativo;Vestuário;BRASIL;12;BRL;30000;Marca;Infantil;Liberado;C16940
33.002.280/0001-26;SARTO MEN COMERCIO DE ROUPAS LTDA;Cliente MI;SARTO MEN COMERCIO DE ROUPAS LTDA;0;14/05/2019;SARTO;NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME;Inativo;;BRASIL;12;BRL;0;;;Liberado;C18118
31.094.809/0001-53;CABAPE IND E COM DE ROUPAS LTDA;Cliente MI;CABAPE INDUSTRIA E COMERCIO DE ROUPAS LTDA;0;07/05/2019;DEBRUTI;NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME;Inativo;;BRASIL;12;BRL;0;;;Liberado;C18096
17.427.971/0001-15;MARINA ARANTES PEREIRA DE AZEVEDO;Cliente MI;MARINA ARANTES PEREIRA DE AZEVEDO;0;24/05/2019;OBJETO SIM E OBJETO NAO;NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME;Inativo;;BRASIL;12;BRL;20000;;;Liberado;C18145
16.836.640/0001-76;MGX FACÇÃO;Cliente MI;MGX;0;22/03/2017;MGX;NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME;Inativo;Vestuário;BRASIL;12;BRL;0;;;Liberado;C15594
05.027.195/0001-87;ZINZANE COM E CONF DE VEST LTDA;Cliente MI;ZINZANE;0;07/07/2015;ZINZANE;NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME;Inativo;;BRASIL;12;BRL;0;;;Liberado;C8098
30.994.446/0001-40;RENEE MOGRABI TECIDOS LTDA;Cliente MI;GRUPO GMOGRABI;0;04/11/2002;CASA MIRO;NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME;Ativo;Varejo;BRASIL;12;BRL;10000;;;Liberado;C7163
11.426.641/0001-29;GMOGRABI DISTRIBUIDORA DE TECIDOS;Cliente MI;GRUPO GMOGRABI;0;10/02/2010;TECIDOS MOGRABI;NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME;Inativo;Varejo;BRASIL;12;BRL;40000;;;Liberado;C6878
07.429.818/0001-73;ACTUM IND E COM LTDA;Cliente MI;GRUPO OH BOY SACADAADDICT;0;17/08/2005;SACADA, OH BOY;NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME;Ativo;Vestuário;BRASIL;12;BRL;500000;Marca;Feminino;Liberado;C2326
21.072.501/0001-53;RSSM GENERAL STORE EIRELI;Cliente MI;RSSM GENERAL STORE EIRELI;0;07/06/2019;VOID;NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME;Inativo;;BRASIL;12;BRL;0;;;Liberado;C18183
35.943.604/0005-80;TERRAS DE AVENTURA IND DE A ESP S.A;Cliente MI;OSKLEN;0;05/04/2011;OSKLEN;NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME;Inativo;;BRASIL;12;BRL;100000;;;Liberado;C8673
35.943.604/0001-56;TERRAS DE AVENTURA IND DE A ESP S.A;Cliente MI;OSKLEN;0;19/09/2002;OSKLEN;NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME;Inativo;;BRASIL;12;BRL;100000;;;Liberado;C8458
29.264.639/0001-66;MARINACIO COM DE ROUPAS INF LTDA;Cliente MI;MARINACIO;0;30/07/2019;INDICO KIDS;NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME;Inativo;;BRASIL;12;BRL;40000;;;Liberado;C18316
31.052.327/0001-30;PROJETO LM IND E COM LTDA;Cliente MI;PROJETO LM IND E COM LTDA;0;31/01/2017;LUCIDEZ;NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME;Ativo;Vestuário;BRASIL;12;BRL;50000;Confecção PL + Marca Própria;Feminino;Liberado;C2195
28.022.146/0001-57;LIZ STORE COM DE ROUPAS E ACESS LTDA;Cliente MI;LIZ STORE COMERCIO DE ROUPAS E ACESSORIOS LTDA;0;05/07/2019;LIZ STORE;NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME;Inativo;;BRASIL;12;BRL;15000;;;Liberado;C18252
27.548.506/0001-96;LOJA WASABI COMERCIO DE ROUPAS LTDA;Cliente MI;LOJA WASABI;0;02/07/2019;WASABI;NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME;Ativo;;BRASIL;12;BRL;40000;;;Liberado;C18242
13.138.602/0001-51;INTERTEK MODAS EIRELI;Cliente MI;INTERTEK MODAS EIRELI;0;02/07/2019;CARMEL;NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME;Inativo;;BRASIL;12;BRL;40000;;;Liberado;C18240
27.472.564/0001-83;MG COMERCIO E CONFEC DE ROUPAS;Cliente MI;M.G FERNANDES;0;15/08/2019;DRUNE;NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME;Inativo;;BRASIL;12;BRL;50000;;;Liberado;C18345
58.655.838/0001-01;PRONIS CONF. E COM. ROUP LTDA ME;Cliente MI;PRONIS COMERCIO E REPRES.;0;07/04/2010;PRONIS;DOUBLE ONE REPRESENTAÇÃO COMERCIAL LTDA;Inativo;;BRASIL;12;BRL;40000;;;Liberado;C7168
34.008.001/0001-02;CARLA VASCONCELLOS COM DE ROU EIRELI;Cliente MI;VASCO VASCONCELLOS;0;06/05/2020;CARLA VASCONCELLOS COM DE ROU EIRELI;DOUBLE ONE REPRESENTAÇÃO COMERCIAL LTDA;Inativo;;BRASIL;12;BRL;0;;;Liberado;C18831
06.050.022/0001-42;DEBORAH Z. LAFER UNIFORMES ME.;Cliente MI;DEBORAH Z. LAFER UNIFORMES ME.;0;28/07/2020;GRIFER;DOUBLE ONE REPRESENTAÇÃO COMERCIAL LTDA;Inativo;;BRASIL;12;BRL;0;;;Liberado;C18960
27.245.204/0001-49;VINICIUS MONTEIRO COELHO MARTINS;Cliente MI;VINNI MONTEIRO;0;28/07/2020;VINNI MONTEIRO;DOUBLE ONE REPRESENTAÇÃO COMERCIAL LTDA;Ativo;;BRASIL;12;BRL;1600;;;Bloqueado;C18958
14.651.023/0001-70;BRM ASSESSORIA E GERENCIAMENTO LTDA;Cliente MI;W E PEIXOTO E IRMAO LTDA ME;0;03/02/2021;RAQUEL DONE;DOUBLE ONE REPRESENTAÇÃO COMERCIAL LTDA;Ativo;;BRASIL;12;BRL;0;;;Liberado;C19447
19.935.693/0001-32;NOGUEIRA E OLIVEIRA MODAS LTDA ME;Cliente MI;NOGUEIRA E OLIVEIRA MODAS LTDA ME;0;12/03/2021;PASSO COMPASSO MODAS;DOUBLE ONE REPRESENTAÇÃO COMERCIAL LTDA;Ativo;;BRASIL;12;BRL;10000;;;Liberado;C19569
30.229.691/0001-60;ELANIA MARCIA FARIAS BRITO NASCTO.;Cliente MI;MIX ARTESANATOS;0;26/04/2021;MIX DE ARTESANATOS;DOUBLE ONE REPRESENTAÇÃO COMERCIAL LTDA;Ativo;;BRASIL;12;BRL;30000;;;Liberado;C19690
48.736.946/0001-47;CAMISARIA ROCHA LTDA;Cliente MI;CAMISARIA ROCHA;0;03/02/2015;CAMISARIA ROCHA;DOUBLE ONE REPRESENTAÇÃO COMERCIAL LTDA;Inativo;Varejo;BRASIL;12;BRL;10000;Marca;Masculino;Liberado;C13153
28.179.756/0001-69;FITTING COM DE UNIFORMES EIRELLI;Cliente MI;FITTING CONSULTORIA DE IMAGEM CORPORATIVA;0;20/10/2017;FITTING UNIFORMES;DOUBLE ONE REPRESENTAÇÃO COMERCIAL LTDA;Inativo;Vestuário;BRASIL;12;BRL;30000;Confecção PL + Marca Própria;Masculino;Liberado;C16406
38.971.297/0001-05;A.RAZUK CONFECÇÕES EIRELI-ME;Cliente MI;A.RAZUK CONFECÇÕES EIRELI-ME;0;11/01/2016;ANDRÉ RAZUK UNIFORMES;DOUBLE ONE REPRESENTAÇÃO COMERCIAL LTDA;Ativo;Vestuário;BRASIL;12;BRL;20000;Confecção;Corporativo;Liberado;C5534
05.523.169/0001-40;L S TECIDOS LTA;Cliente MI;LS;0;20/03/2018;L S;DOUBLE ONE REPRESENTAÇÃO COMERCIAL LTDA;Inativo;Vestuário;BRASIL;12;BRL;10000;Varejo;Revenda de Tecido;Liberado;C16901
05.371.584/0001-25;TRUSTNORTH IMP EXP E COM LTDA;Cliente MI;TRUST;0;12/12/2002;TRUSTNORTH;DOUBLE ONE REPRESENTAÇÃO COMERCIAL LTDA;Inativo;;BRASIL;7;BRL;100000;;;Liberado;C8464
31.387.466/0001-15;MEZZARO CONFECCOES EIRELI;Cliente MI;MEZZARO CONFECCOES EIRELI;0;12/04/2019;COOKS;DOUBLE ONE REPRESENTAÇÃO COMERCIAL LTDA;Inativo;;BRASIL;12;BRL;20000;;;Liberado;C18044
74.589.607/0001-95;NAFISA COM E CONF DE ROUPAS LTDA;Cliente MI;CAMISA SOB MEDIDA;0;29/04/2019;NAFISA;DOUBLE ONE REPRESENTAÇÃO COMERCIAL LTDA;Inativo;;BRASIL;12;BRL;10000;;;Liberado;C18082
02.236.833/0001-81;UNIMINAS AGRO INDUSTRIAL LTDA;Cliente MI;GUARATINGUETA;0;16/01/2018;CIA. IND. GUARATINGUETÁ;DOUBLE ONE REPRESENTAÇÃO COMERCIAL LTDA;Inativo;;BRASIL;18;BRL;60000;;;Liberado;C16639
05.090.306/0001-08;PHOENIX SÃO PAULO COMÉRCIO DE TECIDO;Cliente MI;TRUST;0;27/10/2009;PHOENIX TECIDOS;DOUBLE ONE REPRESENTAÇÃO COMERCIAL LTDA;Inativo;;BRASIL;12;BRL;40000;;;Liberado;C6615
03.359.335/0001-99;PHOENIX BRASILIA COMÉRCIO DE TECIDOS;Cliente MI;TRUST;0;09/12/2010;PHOENIX TECIDOS;DOUBLE ONE REPRESENTAÇÃO COMERCIAL LTDA;Inativo;;BRASIL;7;BRL;0;;;Liberado;C6550
48.540.447/0001-80;CIA. FIAçãO E TEC. GUARATINGUETá;Cliente MI;GUARATINGUETA;0;07/04/2009;CIA. FIAçãO E TEC. GUARATINGUETá;DOUBLE ONE REPRESENTAÇÃO COMERCIAL LTDA;Inativo;;BRASIL;12;BRL;40000;;;Liberado;C5861
02.139.846/0001-32;PHOENIX PORTO ALEGRE COM DE TECIDOS;Cliente MI;TRUST;0;09/12/2010;PHOENIX TECIDOS;DOUBLE ONE REPRESENTAÇÃO COMERCIAL LTDA;Inativo;;BRASIL;12;BRL;0;;;Liberado;C4771
